X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
0.2245026476918775,1.5229955900446308,0.96,0,0.3763228024706309,2.552922981035932,1,0.0022110552763819095,0.3011999653196741,2.0432998168157286,1,0.0013065326633165829
0.18687267006323624,1.2671747450361623,0.98,0,0.2690546490742154,1.8244468612025602,1,0.0010050251256281408,0.2681532986141166,1.8183348463259201,1,0.0011055276381909548
0.17229481364329996,1.1680577631335805,0.98,0,0.28877560844633254,1.9577292207279318,0.98,9.045226130653266e-4,0.2821473204211962,1.9127933162724764,0.98,9.045226130653266e-4
0.16562629694428735,1.1124980933442679,0.98,0,0.2161220262421314,1.4516737170362963,1,7.035175879396985e-4,0.18035266633337962,1.2114138945757558,1,4.020100502512563e-4
0.11443595639154695,0.7809443998557319,1,0,0.2952669232813084,2.0149877492193755,1,0.001407035175879397,0.2913696632330981,1.9883917080326552,1,0.0013065326633165829
0.21812016205215082,1.4904785777761487,0.96,0,0.27315861892639237,1.8665723792528774,1,0.001206030150753769,0.16383532205267104,1.1195344598367656,1,4.020100502512563e-4
0.09453013640479573,0.6315690708755426,1,0,0.24788676353302716,1.6561661590806378,1,0.0010050251256281408,0.21234187395854587,1.4186857773027266,1,7.035175879396985e-4
0.1560932367746418,1.044357056275704,1,1.0050251256281407e-4,0.21160229265096422,1.4157458197449064,1,5.025125628140704e-4,0.24186561154377983,1.6182255125560965,1,9.045226130653266e-4
0.08827762114858201,0.5991492175497493,1,0,0.2336910775135137,1.5860851755952488,1,9.045226130653266e-4,0.25586508619858145,1.73658243391215,1,0.0011055276381909548
0.06941414182834356,0.4694363549492491,1,0,0.21792642401813148,1.473800344477116,1,8.040201005025126e-4,0.2041372054737407,1.380546141218577,1,7.035175879396985e-4
0.10489773793404747,0.7052912337945126,1,0,0.32743463799083394,2.2015420385977453,1,0.0017085427135678391,0.29528320984382134,1.9853684501804303,1,0.0013065326633165829
0.20491256770788904,1.3867598230576341,0.96,0,0.29388995379630034,1.9889203716677795,1,0.001407035175879397,0.19963350603972185,1.3510334119997531,1,6.030150753768845e-4
0.08334321197451909,0.5650377402686029,1,0,0.2266900394945897,1.536878944581406,1,8.040201005025126e-4,0.20540516075856227,1.3925749335172155,1,6.030150753768845e-4
0.17166566105455675,1.1588310633998224,0.98,0,0.25389852088211085,1.7139449505626596,1,9.045226130653266e-4,0.27136445910318746,1.831848971889169,1,0.0011055276381909548
