X1,X2
0,0.04060913705583756
0,0.04060913705583756
0,0.039796954314720814
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.03898477157360406
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.039796954314720814
0,0.04060913705583756
0,0.04060913705583756
0,0.03715736040609137
0,0.039796954314720814
0,0.04060913705583756
0,0.03898477157360406
0,0.04060913705583756
0,0.039796954314720814
0,0.039796954314720814
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.039796954314720814
0,0.039796954314720814
0.04,0.03959390862944162
0,0.04060913705583756
0,0.039796954314720814
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0.04,0.040406091370558374
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.03898477157360406
0,0.039796954314720814
0,0.04060913705583756
0,0.04060913705583756
0,0.039796954314720814
0,0.04060913705583756
0,0.039796954314720814
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.03898477157360406
0,0.04060913705583756
0,0.039796954314720814
0.04,0.038781725888324875
0,0.04060913705583756
0,0.039796954314720814
0.04,0.03959390862944162
0,0.04060913705583756
0,0.039796954314720814
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.03898477157360406
0,0.04060913705583756
0.04,0.040406091370558374
0,0.04060913705583756
0,0.039796954314720814
0.04,0.040406091370558374
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.039796954314720814
0,0.039796954314720814
0,0.03898477157360406
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.03898477157360406
0,0.03898477157360406
0,0.039796954314720814
0,0.03898477157360406
0,0.04060913705583756
0,0.04060913705583756
0,0.04060913705583756
0,0.039796954314720814
0,0.04060913705583756
0,0.03898477157360406
0,0.04060913705583756
0,0.039796954314720814
0,0.01847715736040609
0,0.01847715736040609
0,0.02030456852791878
0,0.02030456852791878
0,0.015431472081218273
0,0.016649746192893403
0,0.02233502538071066
0,0.017258883248730966
0,0.01847715736040609
0,0.015431472081218273
0,0.016649746192893403
0,0.028223350253807105
0,0.019695431472081217
0,0.02030456852791878
0,0.014416243654822336
0,0.01786802030456853
0,0.016649746192893403
0,0.02233502538071066
0,0.016649746192893403
0,0.016649746192893403
0,0.019086294416243654
0,0.02030456852791878
0,0.01847715736040609
0,0.017258883248730966
0,0.01786802030456853
0,0.023756345177664975
0,0.015431472081218273
0,0.021116751269035533
0,0.021116751269035533
0,0.017258883248730966
0,0.017258883248730966
0,0.02030456852791878
0,0.016649746192893403
0,0.014416243654822336
0,0.015431472081218273
0,0.015025380710659899
0,0.02314720812182741
0,0.021725888324873096
0,0.02233502538071066
0,0.021725888324873096
0,0.01847715736040609
0,0.017258883248730966
0,0.01847715736040609
0,0.019086294416243654
0,0.021116751269035533
