X1,X2,X3,X4
1.0716108792915002,5.294370637561869,1,0.04406091370558376
1.106107696698085,5.409206832388761,1,0.04893401015228426
1.0533224467104627,5.148061588720609,1,0.040812182741116754
1.0316303988896562,5.040377323643267,1,0.03959390862944162
1.0115023143424244,4.968185687870339,1,0.03472081218274112
1.0721930100736743,5.235449629436567,1,0.04629441624365482
0.9868920515009776,4.858426253439571,1,0.033299492385786805
1.1039587823056356,5.411182869170837,1,0.0483248730964467
1.0032605228963551,4.953035025097433,1,0.03431472081218274
1.1267369684264077,5.496761674766528,1,0.0499492385786802
1.0334579814716445,5.058872242623049,1,0.03715736040609137
0.9813332853341146,4.818863948629849,1,0.03370558375634518
1.0612828929888323,5.206132028904727,1,0.0416243654822335
1.046084933555705,5.138968036770512,1,0.04203045685279188
1.035531556088269,5.091606355932589,1,0.037360406091370556
0.9987462602270903,4.888830826642854,1,0.03411167512690355
1.0221497210283348,5.00340550396729,1,0.03715736040609137
1.0103430271307137,4.9701945272583075,1,0.033908629441624365
1.0083590196298229,4.921185868647557,1,0.03472081218274112
1.0503371731320361,5.1450412557520355,1,0.03918781725888325
1.0238016546312174,5.023616841198717,1,0.03654822335025381
1.065455579766351,5.224232577965896,1,0.04385786802030457
1.0426681059523335,5.124996223761147,1,0.04121827411167513
1.029735601974216,5.052998911787253,1,0.038781725888324875
1.017449815016243,4.995840029401463,1,0.037766497461928936
1.0337033795277812,5.066053786824316,1,0.03715736040609137
1.0019110214292481,4.915710560461787,1,0.034923857868020304
1.0356031254234075,5.056041683443003,1,0.03817258883248731
1.0680337520974503,5.225998358436739,1,0.04365482233502538
1.0964549420763174,5.366158749997055,1,0.04751269035532995
1.0585076679896246,5.210732268953024,1,0.0416243654822335
1.008185753690708,4.973242002259986,1,0.03573604060913706
1.0310285161093256,5.07947777091017,1,0.039390862944162434
1.017867296392095,4.9936875017735085,1,0.037360406091370556
1.0781446438086604,5.295106634629263,1,0.045888324873096444
1.0696189734461914,5.226194450820953,1,0.04365482233502538
1.0379547240749283,5.110877160267889,1,0.04020304568527919
1.0581553740738854,5.200553575946834,1,0.04263959390862944
1.051578699909194,5.147019005795439,1,0.04101522842639594
1.0582613223912483,5.192003629426395,1,0.03918781725888325
1.000561910764037,4.882751974668171,1,0.03512690355329949
1.0212161928085597,4.975872890504274,1,0.037766497461928936
1.0617230613813249,5.214397368999334,1,0.04284263959390863
1.000070487967086,4.858467773256254,1,0.03472081218274112
1.0823325500744427,5.3071275817637735,1,0.04649746192893401
1.0042992037005916,4.937875138048207,1,0.03451776649746193
1.0469050391125652,5.126273981458035,1,0.04020304568527919
0.9891362872307438,4.833492749872982,1,0.033908629441624365
1.0484171007026377,5.154837960402742,1,0.04101522842639594
1.0471028455982538,5.1435182645137845,1,0.04020304568527919
1.0213145391119747,5.020776221799258,1,0.03593908629441624
1.0418068072336049,5.1302940649150734,1,0.03898477157360406
1.0499116387384775,5.16880696333419,1,0.040812182741116754
1.0248025433566017,5.020676951764164,1,0.03715736040609137
1.050648098937526,5.169459133339115,1,0.04142131979695431
1.0557851122654835,5.16697048256161,1,0.042233502538071066
1.0680639211993403,5.237454425440607,1,0.0450761421319797
1.013011130122367,4.981315135275532,1,0.03796954314720812
0.9982841931993987,4.895916946536829,1,0.03532994923857868
1.1215116533929994,5.4728810959745084,1,0.048730964467005075
1.0327882504042856,5.069851265339151,1,0.038781725888324875
1.0162847172275045,4.9809799604405844,1,0.03756345177664975
1.015949032934939,4.997960500511145,1,0.03654822335025381
1.0636958032528965,5.226598478050495,1,0.04203045685279188
1.06123832474113,5.1995911235965755,1,0.043248730964467005
1.0098169137363728,4.931718628793351,1,0.03695431472081218
1.0371701770056916,5.090974745227573,1,0.038375634517766495
1.0408285426023478,5.131337333713788,1,0.04060913705583756
1.0360009871599982,5.069413846363287,1,0.03898477157360406
0.9918639963637714,4.873291618304657,1,0.03269035532994924
1.0508904192294881,5.137701255220641,1,0.04101522842639594
1.0732516432427806,5.299493524062715,1,0.04263959390862944
1.0194682760774871,5.021837152969099,1,0.03817258883248731
1.0248485970494465,5.0246862386778295,1,0.037360406091370556
1.0379589684509034,5.11168532557794,1,0.038375634517766495
1.091212698874575,5.388789276843608,1,0.04568527918781726
1.126828316600792,5.541057986399984,1,0.05137055837563452
1.0172397142081095,4.962976769182163,1,0.03512690355329949
1.064874270216904,5.239355172060226,1,0.04446700507614213
1.0297257520652343,5.035052615518909,1,0.03756345177664975
1.037901655877844,5.086431843114998,0.96,0.03817258883248731
1.0458293967682861,5.133335641064601,1,0.042233502538071066
1.0375849726679238,5.084739342267433,1,0.036751269035532996
0.994536203098939,4.883477096844308,1,0.03350253807106599
1.0328807500223085,5.06174768380101,1,0.039390862944162434
1.0523938728888311,5.157859522259763,1,0.04142131979695431
1.039795956934405,5.075949878723481,1,0.03918781725888325
1.069851465571659,5.213822862553402,1,0.04345177664974619
0.9782935617157584,4.800350142852249,1,0.030862944162436547
0.9877052794995769,4.866675186004721,1,0.03370558375634518
1.0289467938035464,5.066914260166168,1,0.03817258883248731
1.0492353365318905,5.150232712225747,1,0.040812182741116754
1.0259151847175003,5.019393172735399,1,0.03654822335025381
1.0656126742354115,5.211678137517746,1,0.04446700507614213
1.1040749740911986,5.404713297941715,1,0.04751269035532995
1.0505563831012286,5.1612257366879435,1,0.04
1.0229466837860033,5.006993771466835,1,0.039390862944162434
1.0938118066232405,5.338569430828198,1,0.0450761421319797
1.0801551129184486,5.306923620225321,1,0.0450761421319797
1.0434405942939706,5.0923278469843805,1,0.04101522842639594
2.3330134374383666,11.048608067511058,1,0.1352284263959391
4.12630347009979,19.715389514905734,1,0.22131979695431472
3.7677278085535164,18.124661460969932,1,0.19370558375634517
2.010346569082167,9.663057000921203,1,0.10517766497461929
3.127689333275142,14.93357677665419,1,0.1616243654822335
2.5264374162926115,12.02719472314968,0.92,0.13583756345177664
