S,zero_prop,r_cca,r_mice,r_gbm
0.1,0.06,0.7669219247910445,0.7680592315799996,0.757010744141525
0.05,0.415,0.7218494426090476,0.7506920400776518,0.7195733506106416
0.02,1.84,0.6954194682265149,0.63621356467243,0.6841583191434016
0.01,4.295,0.6861400918591504,0.5501428839332355,0.6505442039595516
0.005,7.12,0.8411218379256997,0.6797748948586876,0.6899020553636364
0.1,0.08,0.7653530274819267,0.7660853952434205,0.7701672978074524
0.05,0.385,0.7218796947413517,0.7153649341588605,0.7305339432594002
0.02,2.02,0.6418461478719529,0.7003437078079358,0.648250179162573
0.01,4.3,0.4084616345225446,0.5972353222358845,0.3912170047333847
0.005,7.55,0.2353884451963162,0.3899629243112926,0.20832263627606643
0.1,0.105,0.784690934600245,0.7839085422709681,0.7809974448548421
0.05,0.39,0.7365211320292456,0.7470596420105337,0.7336888132342362
0.02,1.935,0.6644517139374968,0.6306301309044491,0.5871736583144707
0.01,4.25,0.6242187775945554,0.5377945826456453,0.5997550381550849
0.005,7.3,0.2307023206355793,-6.734239677559466e-4,0.08795007998372656
0.1,0.035,0.8702426420156331,0.8702426420156331,0.8702426420156331
0.05,0.31,0.8628506020433881,0.8586092601186082,0.866263963394329
0.02,1.5,0.8224844961381762,0.8379957223075531,0.8193066020992
0.01,3.495,0.7394933601487267,0.7443539342278815,0.6947154958780939
0.005,6.535,0.6637654657138992,0.682593095470993,0.4652310022559285
0.1,0.065,0.7244865621420188,0.7174438973791609,0.7282565226048658
0.05,0.34,0.5986383976329567,0.6514642640578521,0.6015563000852754
0.02,1.56,0.556202079516664,0.4905714557907055,0.5409530939762591
0.01,3.39,0.3361666002941476,0.3796045447961359,0.1380710256282124
0.005,6.125,0.25038669783359574,0.16201859229747675,0.16429478689365912
0.1,0.06,0.7239856229882947,0.7092572392484899,0.7201903322636505
0.05,0.435,0.7016771755826807,0.6897700498393583,0.704587431250827
0.02,1.975,0.611080734564423,0.608925236187604,0.5759495013397004
0.01,4.315,0.4494221232622737,0.46782182561575386,0.4051518522589891
0.005,7.42,0.04767044735733937,-0.3604482304681973,-0.027973382117563367
0.1,0.045,0.7601674963791231,0.7684041256234909,0.7576816468038895
0.05,0.235,0.7439630927443555,0.7494572851458157,0.7416535083830988
0.02,1.725,0.6691556680059476,0.703479389098125,0.6942645770218586
0.01,3.835,0.5130098054123168,0.6746121164399222,0.5218963052026813
0.005,6.85,0.3164945568675354,0.32519605168403465,0.13892890456736437
0.1,0.115,0.7378945813547715,0.726481708461408,0.7456738090889731
0.05,0.415,0.6693006698346972,0.64349027875311815,0.6551286063916277
0.02,2.05,0.6124694810066813,0.5697292045979823,0.5881167418528778
0.01,4.43,0.6155688447500797,0.7455681441926045,0.45882733453003083
0.005,7.695,0.46392467322114966,0.6434593782753477,0.3163760383274392
0.1,0.035,0.8078946075517858,0.8078946075517858,0.8078946075517858
0.05,0.315,0.7739352672166934,0.7810462743983418,0.7742109287930702
0.02,1.765,0.6821282259768469,0.6882737349290109,0.6631597813623443
0.01,3.815,0.5054277423217014,0.49275993864745626,0.46483753165778835
0.005,6.83,0.4716887916042338,0.13841718120471616,0.2668609199069774
0.1,0.075,0.86487234427769,0.8592189638427181,0.8675742774766123
0.05,0.355,0.8588549669274518,0.8665766269306634,0.8626577819996245
0.02,1.995,0.8275946444522443,0.7914834075001412,0.7814364980263623
0.01,4.51,0.778269152812789,0.7997061410409205,0.7786416196267546
0.005,7.92,0.7072779216394359,0.47687606235352853,0.6468282696883103
0.1,0.09,0.8109999237872315,0.8171797234603837,0.813209779565706
0.05,0.455,0.7676516530765798,0.7598228924158176,0.7490132997084874
0.02,2.03,0.7379526894444794,0.7742572088209556,0.7338414450099668
0.01,4.555,0.555839309424641,0.5935796244956213,0.508320647253191
0.005,7.855,0.485128699254575,-0.0441575893793945,0.3058215817614829
0.1,0.035,0.7777397633192311,0.7902637223944269,0.7824463771343495
0.05,0.225,0.7182932518068993,0.7217846126389693,0.7446576832905922
0.02,1.365,0.4885452734713495,0.46290653313445224,0.47482161289785474
0.01,3.27,0.273658352346493,0.33432761913351616,0.3112274436490435
0.005,6.085,0.06493741194318971,0.14944506232183158,-0.14485747865121357
0.1,0.085,0.7538057345612442,0.7614933013671427,0.7545512853199975
0.05,0.42,0.7466931819809008,0.7888152537395335,0.7427435547991734
0.02,1.875,0.6215743457875382,0.5920765985069053,0.5927158266034115
0.01,4.285,0.6114874415680064,0.47419439698601545,0.5498773599589651
0.005,7.15,0.6436997936274659,0.745659564943036,0.5191576306438895
0.1,0.035,0.801685579118753,0.801685579118753,0.801685579118753
0.05,0.33,0.7839607211370891,0.7735986790696148,0.7886940613104699
0.02,1.615,0.691560420296751,0.6259590290187788,0.6397614813469832
0.01,3.9,0.5797050675169104,0.4601460022297395,0.46658474149209606
0.005,6.685,0.5266509446945518,0.2578248642241464,0.33507731258616796
0.1,0.07,0.7111358319600284,0.6896608173251455,0.7106892949935782
0.05,0.465,0.686613987201536,0.6729011921593628,0.69459010635351
0.02,1.86,0.6123383798966503,0.5766465352622809,0.580401630936491
0.01,4.37,0.48042917127953183,0.22645097527252045,0.4085940482067302
0.005,7.31,0.41406743564914944,0.3264253541075151,0.4748261086141354
0.1,0.085,0.8215161774107366,0.8211968648489073,0.8172198653182589
0.05,0.375,0.8232266374509837,0.8239650399705338,0.8225062896487306
0.02,1.675,0.7466564354600632,0.7620359267284026,0.7458177356435393
0.01,3.965,0.6701504588941792,0.6965421496031469,0.6439127816910948
0.005,6.845,0.4065071846175144,0.08273326567034883,0.2623641165211551
0.1,0.085,0.7601091991379678,0.7601091991379678,0.7601091991379678
0.05,0.49,0.7441848975006922,0.7550393057490898,0.7397484065943023
0.02,2.35,0.6651411097560395,0.6646541401984084,0.6164804496738214
0.01,5.26,0.6116970717455955,0.47733627064475614,0.5391111659151672
0.005,8.825,0.5331024364250343,0.6710857764516913,0.21430388306048337
0.1,0.07,0.8104458872468232,0.8104458872468232,0.8104458872468232
0.05,0.395,0.795780149984276,0.8021631748273331,0.8084845248322002
0.02,2.22,0.6143953674118342,0.6346473637760296,0.6010751528292332
0.01,4.895,0.5832558514481216,0.6203233856813096,0.5688530777394958
0.005,7.855,0.5165323612383991,0.6723829661177204,0.3884448082183826
0.1,0.06,0.8184860153488037,0.8225138712745397,0.8158113280538226
0.05,0.445,0.784274404276151,0.7609938714145431,0.7791941987522899
0.02,2.02,0.7462441386826361,0.7701021338898665,0.7474921546180834
0.01,4.55,0.8045016131884003,0.8031234803894147,0.7440244107338502
0.005,7.965,0.7449403133087489,0.47241159540703337,0.48019574766735573
0.1,0.14,0.8287864006273808,0.822410097770079,0.826616010185696
0.05,0.475,0.813336958268648,0.8233708939033955,0.8168111852723391
0.02,2.295,0.7673233538276474,0.8137302779651134,0.7457445160395128
0.01,4.865,0.6485238412318078,0.6735174963965099,0.584775751176156
0.005,8.235,0.5626371648932285,0.3151894629093497,0.2821022365863954
0.1,0.085,0.763479080660567,0.7907083897011543,0.7767591848279974
0.05,0.465,0.6556759340631658,0.6783205381122535,0.6861415716516804
0.02,2.165,0.5960976861617381,0.6200279986161558,0.6161234694781685
0.01,4.645,0.34859682484068394,0.23216043340558368,0.3196476358286019
0.005,7.835,0.2536444386191571,0.2985382703725363,0.19858830588942392
0.1,0.08,0.6930672885324097,0.692563807370574,0.6924949715681837
0.05,0.3,0.7020628053517672,0.7070362890087927,0.7018451279017833
0.02,1.51,0.6564295664360531,0.6658383341374047,0.6616389789720644
0.01,3.43,0.6208757764970708,0.6712721906680613,0.5940113751214239
0.005,5.71,0.17177702732193273,0.25878397275530385,0.23498566277870558
0.1,0.08,0.8164232269035315,0.8164232269035315,0.8164232269035315
0.05,0.395,0.7925628612518156,0.7553476168989934,0.8039407523644407
0.02,1.93,0.7470143685505066,0.7478019079872062,0.7457400496658315
0.01,4.58,0.7035381865018059,0.6723707245682836,0.6959258404547606
0.005,7.935,0.4331311808832762,0.36234321912783024,0.27167325638014894
0.1,0.105,0.7467226579028987,0.741124368299873,0.7475988625553789
0.05,0.57,0.7104918086125928,0.7042344219306779,0.7163549402712339
0.02,2.605,0.5266187914925824,0.524117879565714,0.4733448538780835
0.01,5.965,0.40797740514333564,0.23408326499833976,0.41542494297346977
0.005,9.875,0.6090134905808383,0.30863366811242404,0.4474368111573734
0.1,0.12,0.7628234105260862,0.7737847726937902,0.7707039113697519
0.05,0.445,0.7243738626337638,0.7680784144613927,0.7320988765062074
0.02,1.86,0.713270103485512,0.6928008566224115,0.6985821565112232
0.01,4.145,0.5573886018536691,0.6840565601020316,0.4043181404141664
0.005,7.5,0.5853364294099482,0.292720961043993,0.39955444979738297
0.1,0.095,0.8125377993414111,0.81572682004627906,0.8102070208753597
0.05,0.42,0.7840460577507371,0.8002259956172706,0.7847635380155886
0.02,2.21,0.7425035557615473,0.7898924287320764,0.7698402553040156
0.01,4.69,0.47397035400154053,0.5258984052540799,0.4707498726104824
0.005,8.13,0.30431776587601533,0.044399537621177085,0.30910204377626754
0.1,0.095,0.8397617173707876,0.8397617173707876,0.8397617173707876
0.05,0.435,0.7955553036144515,0.8087562771307039,0.8096824328103012
0.02,1.94,0.7665163159665569,0.734694233860705,0.7433271831258234
0.01,4.31,0.7139879802860307,0.7422683128887589,0.689351997286171
0.005,7.545,0.42515521431621583,0.5601719629304487,0.38851857880433316
0.1,0.05,0.7320260376065412,0.7320260376065412,0.7320260376065412
0.05,0.345,0.703549569344774,0.713488659981229,0.7043771013404294
0.02,1.785,0.6107922089085066,0.6785763812107466,0.635197976326621
0.01,4.065,0.4131088367730065,0.296960743159494,0.3511280539250833
0.005,7.04,0.04580266156378057,0.13070919993869473,0.12238752479135308
0.1,0.065,0.8422742339428051,0.8440806805051079,0.8418809224709211
0.05,0.4,0.8343115587449894,0.8481380309421079,0.8437814659511851
0.02,2.07,0.7598526184221523,0.8074720414717623,0.769589774941596
0.01,4.58,0.6785818494403839,0.705472780652411,0.6368039803481359
0.005,7.63,0.5276889907572787,0.558729813526468,0.3126941681421818
0.1,0.075,0.8219537872294799,0.8182044701784749,0.8218899778931831
0.05,0.455,0.8282625407108318,0.8293574162040167,0.8313221177296937
0.02,1.905,0.793967550148385,0.8367475162756145,0.7563886610347093
0.01,4.35,0.7874801017877666,0.8262607786585472,0.7244981894933824
0.005,7.475,0.8304662069685864,0.8381794735247169,0.7441065380355312
0.1,0.06,0.6981189270457743,0.7111402929319293,0.7020268595760437
0.05,0.365,0.6679998594654082,0.6947486995912958,0.6482492822098389
0.02,1.82,0.6362135025388339,0.6125009525982268,0.6043875968798917
0.01,3.86,0.5364172749315579,0.41602321861928915,0.45096751357256376
0.005,6.825,0.3600446664123998,0.23771766441322822,0.2215727101441212
0.1,0.065,0.7436529311436719,0.7557258087596733,0.7437810836330883
0.05,0.415,0.7176597694831872,0.7237287331192991,0.7124967556754025
0.02,1.7,0.6570364006306388,0.6845138167008047,0.6222011209917675
0.01,3.76,0.7337810332279102,0.7007153683573524,0.6789706493769583
0.005,6.905,0.6148083411519616,0.45779797305777853,0.5617049294538401
0.1,0.05,0.8053252800235864,0.8053252800235864,0.8053252800235864
0.05,0.33,0.765463115500492,0.7830696579030006,0.7712169753670075
0.02,1.8,0.7300445972116889,0.6996726194053269,0.7189608962413971
0.01,4.13,0.5751132134292933,0.6306196446425214,0.5417226554099369
0.005,6.915,0.4757063093784216,0.4019223958572542,0.370535007591602
0.1,0.1,0.7553837128175281,0.7501293187350393,0.7479746947057008
0.05,0.58,0.7257236484652003,0.7250240432713154,0.7135813530476846
0.02,2.635,0.68377946031001,0.7550905353684209,0.6417072475899018
0.01,5.785,0.5975135143703026,0.6347324430571215,0.5010899679356718
0.005,9.565,0.6147679289940181,0.21228849303117528,0.41686581850350973
0.1,0.06,0.7817262076219724,0.7943251079721811,0.7766339423850482
0.05,0.395,0.7395032107306206,0.7489434991278331,0.7253125036204656
0.02,1.83,0.7326659460598086,0.7211362541836112,0.70765600590743
0.01,4.015,0.7006085882458865,0.7248959251524179,0.6429083603385425
0.005,7.34,0.5892368738276611,0.5633666947961798,0.2128510849041332
0.1,0.045,0.7806459157964512,0.7894581210427906,0.7700032807515182
0.05,0.225,0.7470714744727185,0.7404171488150593,0.7491471106087877
0.02,1.18,0.7122541801165502,0.718134415825097,0.722020223662332
0.01,2.99,0.5564123210181033,0.7004313549161733,0.4520109874230976
0.005,5.645,0.33847502163239873,0.012809355522946955,0.37517379500694925
0.1,0.075,0.7995124478913206,0.80876345513256,0.7977829630535498
0.05,0.415,0.760762636210272,0.7503090645587925,0.7477314329999167
0.02,2.27,0.7072923538547052,0.75206727141722,0.7133751801012259
0.01,5.165,0.5552080385119686,0.5156715712349181,0.49800043533545385
0.005,8.685,0.47761785206653457,0.41198704896647453,0.49761444890587087
0.1,0.095,0.7508516393502046,0.7564034111659779,0.7509221866074316
0.05,0.345,0.7243935890642259,0.7358889761461326,0.7248061610165158
0.02,1.705,0.6984682778352196,0.6808997709975835,0.7097035058307127
0.01,3.87,0.6692432337390138,0.5854995894449583,0.623136933971278
0.005,6.88,0.3573655994489776,-0.008445091353723545,0.3506744446709831
0.1,0.09,0.7711880714631062,0.7711880714631062,0.7711880714631062
0.05,0.42,0.7321462177753626,0.7291336081075749,0.7312454286208032
0.02,2.06,0.6289321466641347,0.6190646180321469,0.6236158500837594
0.01,4.68,0.5523788917893974,0.5142797297554298,0.5193282530959805
0.005,8.035,0.19654263114505865,0.22161952222490877,0.10128910236810189
0.1,0.045,0.7082332711690795,0.7082332711690795,0.7082332711690795
0.05,0.18,0.7002033014735051,0.7002033014735051,0.7002033014735051
0.02,1.185,0.6229539570706998,0.6366076792743117,0.6309233719720954
0.01,2.65,0.5549014883267962,0.5323922870575137,0.5371838656284911
0.005,5.22,0.4192865044166122,0.6691349685802602,0.3840899956899745
0.1,0.07,0.7386629761796044,0.7418758579014506,0.7164212459115328
0.05,0.24,0.7218290478992928,0.6956892396390385,0.7166959642238048
0.02,1.15,0.6483810948901166,0.6080872569076199,0.5702940845082743
0.01,2.36,0.6115073697907571,0.607857275965629,0.5438521505830104
0.005,4.125,0.3670531208413749,0.19212629049697166,0.402764739614941
0.1,0.045,0.8855867488550885,0.8809634347967764,0.8882682725873307
0.05,0.48,0.843807743902197,0.8506318164656197,0.8364184079243823
0.02,2.17,0.8189124755388881,0.8360241682931917,0.8353555274397061
0.01,4.995,0.7645311147920011,0.7742989469749931,0.7484709749082006
0.005,8.15,0.3909201759977578,0.4098932103309436,0.16481555940148077
0.1,0.085,0.6842652628580326,0.6785282852520272,0.6836657871720894
0.05,0.475,0.6366950266472892,0.6380637252115037,0.6376503801778524
0.02,2.3,0.5482995371469181,0.5130575710726927,0.5052422281973561
0.01,5.2,0.5789586038814956,0.4365323574264042,0.5231824039084007
0.005,8.82,0.58710988342436,0.5621575540590027,0.2800814441040986
0.1,0.045,0.7803964737380933,0.7803964737380933,0.7803964737380933
0.05,0.385,0.7400374640971744,0.7387718799503095,0.743881788280558
0.02,1.92,0.7206239081951434,0.7264113056868234,0.7226785308619535
0.01,4.34,0.3578702642206018,0.45669181741423803,0.34732509452041616
0.005,7.325,0.01929605281666195,-0.17619074014186661,0.07433674587536859
0.1,0.12,0.7561484735708548,0.7501965605551745,0.7602187338665943
