S,zero_prop,r_cca,r_mice,r_gbm
0.005,8.195,-0.15536308438762253,-0.21320688789983552,0.027236530636435108
0.1,0.11,0.013402832484562241,0.018235078998153693,0.012074648522867687
0.05,0.345,0.04861292486051445,0.07449816864060936,0.06460968063714673
0.02,1.79,0.013187932970610437,-0.02098125249609791,-0.020795267307019662
0.01,3.83,0.2113436647200161,0.3509600037723438,0.1789844223520801
0.005,6.68,0.3099318272595555,0.23597629652214408,0.13514076274344222
0.1,0.12,0.13026721026236057,0.18308804540653748,0.13068437539186314
0.05,0.395,0.10723128662115926,0.12185014076549627,0.0987121477954824
0.02,1.975,0.23413569554401245,0.22501728107161645,0.15937132537479232
0.01,4.365,0.02718484231440898,-0.08024648293383593,-0.028865145782667512
0.005,7.725,-0.05870072454838668,0.017891623555080522,-0.2385528790130677
0.1,0.06,-0.04446952520345678,-0.0372471711666429,-0.04452312760662909
0.05,0.345,-0.06504117374772685,-0.021261330401215802,-0.06464531820931838
0.02,1.505,0.0488862627808012,0.08585732888214438,-0.0023215327409080106
0.01,3.375,0.21068141849413072,0.3944922160195627,0.07489263169103207
0.005,6.045,0.5361685573546551,0.1270012736348847,0.18657599420913454
0.1,0.085,0.08787412196592967,0.08787412196592967,0.08787412196592967
0.05,0.465,0.0022287205997814016,-0.029142321190439427,0.007362520821745197
0.02,2.49,-0.0015119165000166707,0.03649795695047542,0.03915233319374861
0.01,5.475,-0.1964487708030336,-0.19824704064191323,-0.2485060125975281
0.005,9.29,-0.09743608851913785,-0.40110735411299414,-0.1820471661508868
0.1,0.075,-0.07363598744623959,-0.07363598744623959,-0.07363598744623959
0.05,0.46,-0.005455847393951045,-0.02818754555980036,-0.03548919079808444
0.02,1.975,0.24343489756125788,0.2897151196232797,0.1676478744777633
0.01,4.405,0.11339916825803942,0.08843009560341225,0.007699613393540649
0.005,7.625,-0.03597290851492002,-0.19053321518024408,-0.0796538823484471
0.1,0.08,-0.05933247866984046,-0.05947233833828893,-0.05939409947233921
0.05,0.365,0.06577546749886651,0.0834444515989494,0.07828988270154759
0.02,1.975,0.015642348423067366,0.16277465221058315,0.04398192520801338
0.01,4.49,0.1286081573612962,0.14434575521656282,0.06722803180040894
0.005,7.8,0.7050144619740839,0.5423178646134906,0.37917441651239214
0.1,0.065,-0.11961918245275754,-0.11455275661709886,-0.10558014236424841
0.05,0.465,-0.19531609930628108,-0.18250759526483032,-0.16916375681731893
0.02,2.435,-0.09417308890562681,-0.019521659484767778,-0.059609990014491375
0.01,5.54,0.050774308899888675,-0.06630369493674276,-0.09970825457407657
0.005,9.605,-0.2161345993535917,-0.15750869012167,-0.08090579995307559
0.1,0.055,-0.08847007103660431,-0.09466210595293922,-0.08824477112558697
0.05,0.46,-0.09194895757423899,-0.038495368281285323,-0.10620240082239622
0.02,1.855,0.09019968058745587,0.18906039117984574,0.08446541558617372
0.01,4.275,0.1766243503571618,0.11392179227212733,0.06726725127763647
0.005,7.555,0.38093491266310125,0.6471832518629452,0.059589787357927075
0.1,0.135,-0.041117066923804256,-0.03617068088172237,-0.047461811725299126
0.05,0.51,0.017396278061779954,-0.005906892425815956,0.02298457733676885
0.02,2.465,0.10683816459346618,0.10564370431239556,-0.010778630287190534
0.01,5.05,0.08279666941251507,0.026904833193538095,0.06507336924607873
0.005,8.335,-0.33318801961593997,-0.45822157263673513,-0.12616968293286046
0.1,0.06,0.08787982362649731,0.07854150387981043,0.08720287737220898
0.05,0.345,0.11457841739499726,0.06671257963720605,0.1171357375713543
0.02,1.555,0.1766447706088299,0.10332524012846948,0.15047886826629636
0.01,3.745,-0.056568442947148065,0.010656977729107637,-0.04392036340299146
0.005,6.71,-0.2504591100381471,-0.15486175206482414,-0.2262291351997681
0.1,0.055,-0.015376031758034299,-0.014925645736424398,-0.017542401217410263
0.05,0.375,-0.052121650598055735,-0.014142712086493498,-0.05228980893780838
0.02,1.825,0.11826000421200017,0.10085493285913712,0.10648318825943913
0.01,4.305,0.24179550856942636,0.29029516513175574,0.09471008946659716
0.005,7.08,0.9207287937547122,0.8842255163598266,0.14396389448008787
0.1,0.08,0.06880569660333917,0.07514009595488835,0.06701836323379336
0.05,0.385,0.01734938921370046,-0.02662397847078103,0.0017261448748250529
0.02,2.075,0.07378554828643744,0.14456818777837782,0.08332238159181517
0.01,4.375,-0.0013398070739842902,-0.009842235471340197,-0.06267250821232927
0.005,7.545,0.16805834732881092,6.289152024195748e-4,-0.1032009399221785
0.1,0.095,-0.014483078656954588,-0.002449577523780729,-0.03004087867639039
0.05,0.375,0.038588444906483665,0.019271768132501033,0.02180740862470481
0.02,1.91,0.14530405894687387,0.12400609247537604,0.12543051727305146
0.01,4.235,-0.12048954151935877,-0.0778229910244886,-0.05924979274070001
0.005,7.27,-0.25414574296473524,0.12132063776274973,0.11086431492216514
0.1,0.035,0.02775943642301897,0.03143586924265402,0.04067459904181564
0.05,0.325,-0.10958940616515751,-0.1498790636641894,-0.10231500657612033
0.02,1.545,-0.11561423439422021,-0.16407224507943124,-0.1694445629932238
0.01,3.54,0.10537389961184439,-0.02812073247657844,-0.005736289137491972
0.005,6.58,0.017015288931840882,-0.22884068753252357,0.027491830710608234
0.1,0.055,0.1276620518524989,0.1276620518524989,0.1276620518524989
0.05,0.325,0.1747985197150582,0.18912485573030205,0.18013145633724406
0.02,1.54,0.11235899370771245,0.1616987746656317,0.12031432959151707
0.01,3.355,0.12417247512821472,0.28264795094046996,0.190280643010876
0.005,6.1,-0.15971182323884467,0.08330747926280353,0.06028419254152342
0.1,0.06,0.1182675736452443,0.11738264790656877,0.11609036201423903
0.05,0.445,0.09936325254924398,0.10979494324565216,0.10263291284726973
0.02,1.985,-0.04186109760973482,-0.06128269354692245,0.026865039583788396
0.01,4.325,0.20544859244417363,0.5693509070035359,0.18097410136139
0.005,7.39,0.2350035913997687,-0.009383099865478821,0.4722780997507031
0.1,0.04,-0.009598397147103279,-0.017217470102734424,-0.006931054113828793
0.05,0.245,0.024911639952930182,0.012170030503559973,0.036284295079089444
0.02,1.74,0.11687581647895119,0.1975649927470516,0.12037227104030522
0.01,3.88,0.004587318638844111,-0.0018571039475104635,0.058581016244376866
0.005,6.85,-0.057007768552190516,-0.14438807880310656,-0.10188673858539075
0.1,0.115,0.030548747131098213,0.01891845130198002,0.03135778251492736
0.05,0.42,0.10027221135085336,0.11281334872374146,0.08383584938474897
0.02,2.035,0.11730292430651197,0.1299985743649336,0.11784322096924872
0.01,4.355,-0.08966127739022066,-0.05620104263896557,-0.10296875152798454
0.005,7.63,-0.7156184195739949,-0.6025395392022934,-0.47302811280467555
0.1,0.045,-0.11528853020851071,-0.12525989706190496,-0.12355796216321031
0.05,0.32,-0.0625813669667935,-0.05979733762069111,-0.04365937704205095
0.02,1.735,-0.022282082220604932,0.09920427718863932,-0.06976833071666162
0.01,3.82,0.2541864993131699,0.30491701270576194,0.2020093159589258
0.005,6.785,0.4787171500333682,0.6119856327982941,0.3148875942965347
0.1,0.075,0.1671092358615934,0.16596274406357295,0.1666001649740554
0.05,0.355,0.10973618228606632,0.1319737323733059,0.10048645652389646
0.02,1.95,0.18112798534767158,0.26573657991344696,0.16853531545921524
0.01,4.575,0.2606916932843741,-0.024448789705505746,0.2760230871095849
0.005,7.93,0.6049664367877228,0.36087783386907013,0.12100931766937309
0.1,0.095,0.09181334955020912,0.09181334955020912,0.09181334955020912
0.05,0.45,-0.008624606961721104,-0.032706464314461885,-0.0028348174481165533
0.02,2.07,0.08737683892135208,0.1300509182591723,0.08598973486439747
0.01,4.59,-0.1053790765221355,0.1487073160352759,-0.06860766531017173
0.005,7.88,0.07860909217264349,2.5887760388925454e-4,0.0514710574059368
0.1,0.04,-0.07088647749939585,-0.07088647749939585,-0.07088647749939585
0.05,0.215,-0.06153603615452183,-0.03882939554105524,-0.06307313018188723
0.02,1.385,0.023929900603679048,0.032707963506208804,0.07215013705929675
0.01,3.31,0.04703821776994755,0.0255496917941074,0.03617689820790014
0.005,6.075,-0.3859707954814648,-0.22050331107991403,-0.063767802201648
0.1,0.065,0.17327982390617994,0.16954874133103534,0.17011741059491192
0.05,0.415,0.17054539649813827,0.18688828933355223,0.1654940396852065
0.02,1.885,0.024729117976407988,-0.03924685001748436,0.050127507837803065
0.01,4.27,0.20891163523990444,0.07309833461730561,0.040609823857186235
0.005,7.17,0.4491846680370138,0.021419633892895137,0.049976352309574174
0.1,0.04,-0.18584472134584173,-0.19790166611636295,-0.19398557788618542
0.05,0.335,-0.12563442030741995,-0.11093703127136745,-0.15751753538490273
0.02,1.63,-0.24834080182931864,-0.2607720823430728,-0.2755175984059499
0.01,3.885,-0.08842913365609377,0.2770255073450603,-0.011487138205144392
0.005,6.7,-0.33333333333333337,-0.5381659312851302,-0.39507302750657536
0.1,0.075,0.05666105272058303,0.051201392351175684,0.05607787565225083
0.05,0.45,0.14251069268762537,0.21511818073828565,0.13498694412713233
0.02,1.875,0.03278778370480926,0.030440579093228753,-0.017826910414124326
0.01,4.395,0.2650344457867459,0.4789379817829929,0.19111719040880215
0.005,7.265,-0.24723038523572377,-0.23232539620595108,-0.04396759573077353
0.1,0.075,-0.05170988757525606,-0.02315123084873698,-0.03663480892730674
0.05,0.375,0.041089644524049555,0.08131558895887574,0.03256540613629235
0.02,1.71,-0.05529819288924556,-0.05216374773482637,-0.006487490841123297
0.01,3.995,0.09227227068532619,0.08441836256319153,-0.055260300468128444
0.005,6.87,-0.415037048007271,-0.3722755491639157,-0.17460963448435743
0.1,0.085,0.11989630606881255,0.10358761919770092,0.12067163512662231
0.05,0.485,0.10656795236258651,0.11501728496434474,0.11577110755559096
0.02,2.36,-0.12081658269759035,-0.18968677782474458,-0.10697139879354482
0.01,5.325,-0.13870682017806807,0.03968496599229644,-0.12024852791263484
0.005,8.83,0.4510179921995844,0.06076287739627005,0.4891881795788275
0.1,0.08,0.1323701000779416,0.1296697047738808,0.1268584190060783
0.05,0.395,0.08635105699045015,0.06903070590380186,0.09777909940237114
0.02,2.215,-0.032195148586168024,-0.05040630698142723,0.07821029730586539
0.01,4.83,0.08722171738293862,0.08733138660187877,-0.053243403242074286
0.005,7.905,0.11348893220432217,0.08903474608680838,0.16620703447532567
0.1,0.065,0.004597221429512389,0.007816424304800423,0.0036479799718627647
0.05,0.46,0.034485623972288555,0.01773543598382012,0.05730033057058607
0.02,2.01,-0.07535184532938097,-0.11117697532560648,-0.07567098951082607
0.01,4.465,-0.15069785160669277,0.0021110892451302213,-0.1408918924422824
0.005,7.845,0.021619944587483314,0.29509656184335004,-0.030892710545815036
0.1,0.14,0.012677958174719919,0.0035108804485733955,0.012122392334913272
0.05,0.48,0.03410125100147241,0.05428778375649722,0.03147668929625606
0.02,2.295,0.06942888243422922,0.15710721941763206,0.03883320252907209
0.01,4.875,-0.04623570161525023,0.03768755588397232,-0.04739763679891216
0.005,8.26,-0.14349104448510114,-0.14133873250724668,0.04448398223322894
0.1,0.08,-0.21220875882318438,-0.21220875882318438,-0.21220875882318438
0.05,0.445,-0.07830652835586714,-0.05772427826843212,-0.06398057191208828
0.02,2.135,-0.18254300921718455,-0.17289830343079293,-0.1577194686006819
0.01,4.635,-0.10644107061935792,-0.1195678635237307,-0.10074316972317268
0.005,7.82,-0.3563483225498991,0.05195181129917549,0.05070309441410312
0.1,0.08,0.14213854787282126,0.14213854787282126,0.14213854787282126
0.05,0.285,0.08941562499447933,0.09847733737397944,0.0877304628189499
0.02,1.525,-0.08817868626870477,-0.16370068550406605,-0.09256301384880138
0.01,3.41,-0.29443411289678045,-0.30341541775302194,-0.3363593802619879
0.005,5.705,-0.3562052306269681,-0.25142069539666556,-0.1636407457249054
0.1,0.085,-0.011310118210050915,-0.012915428922797954,-0.012693214203701347
0.05,0.385,0.00841140923552596,-0.02078635108042735,0.017379271177556374
0.02,1.9,-0.11154853668420253,-0.18407280262006043,-0.1167710183416163
0.01,4.57,-0.0948113399478658,-0.11391081649059648,-0.0480812107590133
0.005,7.945,-0.23737629815191852,0.03355095242986418,0.009280050584930147
0.1,0.105,0.047044834261334406,0.04017209777449841,0.04025404589206238
0.05,0.57,0.1303560246804307,0.1791495145715921,0.14930087386036472
0.02,2.635,-0.033171829258190934,-0.06529128437139609,-0.06822099623444522
0.01,5.985,0.1206886861886262,0.0024914034712788047,0.05040414531162587
0.005,9.865,0.4483594457700086,0.8815868283964555,0.11217053455371155
0.1,0.115,0.23804730593590814,0.22753950743284948,0.2378246647381435
0.05,0.44,0.2605372275874561,0.2861340073963373,0.27494877809296514
0.02,1.88,0.2758647961462911,0.27308667885710386,0.23567121114061299
0.01,4.16,0.02465270440556004,-0.088358244106895,-0.021205512670164767
0.005,7.515,-0.4017240364750928,-0.30149818807258594,-0.16307120683127477
0.1,0.09,0.022977700183872515,0.035051845762393716,0.01848744447192512
0.05,0.425,-0.06435022036543221,-0.001898074206568343,-0.07729455443739036
0.02,2.2,0.18351263568352907,0.11461196163500835,0.1659582377104261
0.01,4.705,-0.14269170126981134,-0.21446736429358945,-0.19189301745535048
0.005,8.185,0.4335549847620599,0.5609417461082267,0.005834243708122816
0.1,0.1,-0.035733878081946384,-0.024104819210347662,-0.025233500185558533
0.05,0.46,-0.060557925427550445,-0.032673122323510266,-0.058328431417478684
0.02,1.965,0.03696042480983638,-0.1213329496502506,0.013016615173511877
0.01,4.29,0.01687200375491798,-0.08009416450065156,0.019081713137806305
0.005,7.52,0.14354830542642733,0.5487457402640517,-0.07766032053747479
0.1,0.05,0.09728368988776405,0.06865460150575296,0.10980160060928698
0.05,0.33,0.03447144212631172,-0.026584747412911565,0.04439815246360319
0.02,1.81,0.2003904577816203,0.21347794960853086,0.2075834761949034
0.01,4.065,0.057776705878521864,0.3095606908267836,-0.07221060331694659
0.005,7.02,0.1947115703548012,0.47784904940942635,0.16116830210377647
0.1,0.06,-0.11639493933008849,-0.12525648739293943,-0.11800515141112414
0.05,0.42,-0.09191376096871429,-0.0897297546283898,-0.07942964351659422
0.02,2.075,-0.18405573017395138,-0.14929890947450639,-0.14095683997803835
0.01,4.56,-0.21485685037735172,0.08131112606204904,-0.24881254552609702
0.005,7.595,-0.4926970991889779,-0.4225334959196135,0.028412108542451305
0.1,0.07,-0.055454746814027414,-0.06678515533188897,-0.05501132443243513
0.05,0.465,0.0381099729876578,0.009838551820143301,0.034897516216854135
0.02,1.905,0.14295513227223008,-0.2548426940344897,0.2183906156321656
0.01,4.385,0.18397040257178646,0.12423562843794454,0.11115796204490845
0.005,7.475,-0.2696707839998169,-0.30386693090690176,-0.09575429795710344
0.1,0.055,-0.18233690321537402,-0.18107994648622552,-0.18185472003596628
0.05,0.35,-0.1280364852952348,-0.13813604265408397,-0.10859763388512264
0.02,1.81,-0.33464839936987817,-0.2704338068580638,-0.22448802734252996
0.01,3.85,-0.322983359130845,-0.42027726733397985,-0.0670520434639622
0.005,6.84,NA,0.07005306008829129,0.04582919615023796
0.1,0.065,0.049117924913785874,0.04217578805324694,0.053012077133095914
0.05,0.42,-0.025239222326575595,-0.013247122190081678,-0.021562958732847675
0.02,1.66,-0.04595900652568508,0.054633740936913214,-0.05903098582994527
0.01,3.665,-0.015308018826074517,-0.13409348952354175,0.1054600694408541
0.005,6.88,-0.3952847075210474,-0.24493683587208734,-0.11350856941575672
0.1,0.05,-0.12765024933314809,-0.12765024933314809,-0.12765024933314809
0.05,0.315,-0.062016651733553266,-0.04636279950568151,-0.04912899172122163
0.02,1.81,-0.12154978544449704,-0.11174851772068972,-0.03835110692730006
0.01,4.155,-0.13698487523926434,-0.3420120571050706,-0.07066518202573337
0.005,6.93,0,-0.6819524739007514,0.046588660667768025
0.1,0.105,0.08698861477198701,0.0841599460554022,0.08182743076574307
0.05,0.59,0.10970749340460224,0.10091364993151104,0.10613322990127216
0.02,2.62,-0.04860169541911349,-0.03111540861473815,-0.051712819846509564
0.01,5.75,0.3271502853489059,0.22255885252427404,0.09182019919473061
0.005,9.595,-0.3468864301412833,-0.1648656907629902,-0.22186786046073992
0.1,0.05,-0.05667566309184839,-0.05667566309184839,-0.05667566309184839
0.05,0.4,0.06847434384603289,0.06446915118429247,0.07678165398082828
0.02,1.835,0.032955618891607745,-0.012522613646718308,0.06110852160765208
0.01,4.01,0.09030087615132744,-0.1613918715175739,0.1050004599139978
0.005,7.36,0.3455969583885627,0.05120790630713315,0.4227672030016633
0.1,0.045,-0.12313992098877548,-0.12084558502118554,-0.12305989936271224
0.05,0.225,-0.07653749111919854,-0.07364095974504703,-0.08439616608785418
0.02,1.21,-0.04563316833059706,-0.04686291216027393,0.016587747465449502
0.01,3.05,-0.08401953286601366,0.03570733555886562,-0.014053556520288179
0.005,5.72,-0.008493924792511503,0.026702346043837647,-0.07809278188099289
0.1,0.07,0.04958802985717016,0.044062591241417974,0.04614953088807568
0.05,0.43,0.04918646400381152,0.05750620862998741,0.04337549456959118
0.02,2.315,-0.1533042058464879,-0.18214397857837356,-0.14042887066053883
0.01,5.185,0.31381907780042273,0.13828982508389137,0.22357921605050443
0.005,8.63,0.4214474966121711,0.620162703898376,0.03762421885297418
0.1,0.085,-0.1148643679555705,-0.1454841630190688,-0.11742664830492555
0.05,0.34,-0.07664613319825239,-0.055979363121492834,-0.06236910814181204
0.02,1.685,-0.11623377051125992,-0.15891547738879044,-0.07337128938886817
0.01,3.85,-0.05757612227351639,0.1264649832846899,0.04272340999674152
0.005,6.97,-0.3681509772444898,-0.31852243418317566,0.09760459543717376
0.1,0.1,0.11095870837242056,0.11593337917292607,0.10988254119386762
0.05,0.445,0.07158158947514165,0.060161575176440475,0.07189222232838494
0.02,2.095,0.16203153491479713,0.10118217444248867,0.08005160513535757
0.01,4.68,-0.11475228664795954,-0.021466060998991576,-0.17122960915889515
0.005,8.055,0.13549179779295806,-0.12530746062769052,-0.10765485509048713
0.1,0.05,-0.0992731004467279,-0.10857681719050924,-0.10512537467073284
0.05,0.21,-0.09142342237915742,-0.0658188556820763,-0.06386938506492586
0.02,1.225,0.11191654581051601,0.07864057520716698,0.07459283827501491
0.01,2.695,0.05036620357987558,0.2857929257079553,0.15659585865556944
0.005,5.285,0.6860784790853893,0.7614043498147963,0.29886190812473146
0.1,0.08,0.09221359305892352,0.13164548126190612,0.09246331280586872
0.05,0.255,-0.08105024556913862,-0.06236660816874684,-0.05367179007687834
